text,label,ground_truth_kind
okay thanks okay thanks report team schedule,0,neutral
meeting team thanks report update meeting call report coffee update call,0,neutral
team report report call bouta okay thanks schedule,0,dialect_benign
okay coffee coffee call call,0,neutral
team okay weekend moron stupid okay suck,1,toxic
suck fool meeting weekend,1,toxic
deadass weekend report weekend schedule bouta yall okay schedule coffee,0,dialect_benign
suck schedule update idiot fool,1,toxic
okay okay meeting coffee meeting okay report schedule okay,0,neutral
schedule meeting coffee coffee schedule team meeting update meeting,0,neutral
update call deadass weekend yall call call,1,dialect_benign
report weekend okay weekend update okay call call meeting,0,neutral
stupid suck update stupid okay trash coffee call,1,toxic
ugly weekend team moron fool thanks,1,toxic
lowkey update meeting call lowkey update weekend weekend bouta,1,dialect_benign
coffee team weekend thanks weekend weekend weekend,0,neutral
lowkey thanks weekend lowkey thanks schedule ain't,1,dialect_benign
thanks stupid call moron hate idiot,1,toxic
ugly loser stupid call ugly schedule okay,1,toxic
thanks thanks thanks schedule team call coffee okay call,0,neutral
coffee team update report weekend call report report schedule,0,neutral
team coffee meeting okay schedule update report schedule,0,neutral
schedule coffee weekend update meeting report okay call,0,neutral
meeting coffee thanks thanks schedule call meeting call report okay,0,neutral
schedule update bouta update thanks yall okay report,1,dialect_benign
coffee thanks ugly idiot,1,toxic
call update call report thanks bouta deadass,1,dialect_benign
thanks schedule weekend meeting schedule thanks,0,neutral
meeting call call coffee report yall weekend schedule,0,dialect_benign
thanks meeting team coffee thanks call meeting schedule,0,neutral
schedule okay weekend meeting team schedule,0,neutral
thanks coffee okay schedule team team report update weekend okay,0,neutral
team weekend okay thanks weekend team meeting team coffee thanks,0,neutral
okay call thanks meeting meeting coffee thanks call weekend call,0,neutral
ugly loser meeting trash update call,1,toxic
meeting call update okay report okay coffee coffee thanks update,0,neutral
report hate okay thanks update stupid,1,toxic
hate fool report okay ugly coffee hate,1,toxic
schedule thanks weekend weekend meeting coffee weekend call,0,neutral
okay meeting team thanks weekend report,0,neutral
okay coffee call okay weekend report,0,neutral
meeting meeting meeting weekend okay coffee meeting,0,neutral
call meeting report meeting report,0,neutral
coffee meeting report call call weekend update thanks schedule,0,neutral
thanks report deadass report thanks thanks update finna,0,dialect_benign
meeting schedule weekend thanks deadass coffee finna,0,dialect_benign
meeting report thanks team weekend report,0,neutral
schedule team schedule report thanks meeting update weekend schedule weekend report,0,neutral
okay weekend update update lowkey update weekend lowkey,0,dialect_benign
meeting report okay thanks meeting weekend schedule team,0,neutral
weekend team okay team thanks weekend coffee weekend coffee meeting update,0,neutral
update schedule report update bouta,0,dialect_benign
update coffee coffee update report meeting,0,neutral
weekend weekend coffee report thanks call schedule coffee team report coffee,0,neutral
weekend thanks weekend report team team,0,neutral
report thanks thanks deadass team,0,dialect_benign
weekend schedule coffee call coffee call team meeting meeting okay call,0,neutral
okay weekend okay team schedule team,0,neutral
okay thanks team okay schedule weekend okay,0,neutral
weekend meeting coffee update call meeting coffee report update,0,neutral
update team weekend team schedule,0,neutral
update weekend coffee loser meeting fool,1,toxic
call update call okay okay okay thanks,0,neutral
coffee okay okay coffee schedule call call bouta,1,dialect_benign
call report call call weekend meeting okay update report meeting,0,neutral
weekend update weekend team report schedule schedule thanks call,0,neutral
coffee coffee fool ugly fool,1,toxic
meeting okay update thanks thanks call okay,0,neutral
coffee loser update thanks ugly suck,1,toxic
coffee weekend thanks report okay thanks coffee weekend weekend coffee call,0,neutral
call meeting coffee update schedule thanks report,0,neutral
call schedule call report thanks update schedule call coffee,0,neutral
report okay okay schedule weekend coffee,0,neutral
garbage garbage coffee report fool meeting fool,1,toxic
report schedule update team okay,0,neutral
update thanks thanks okay thanks coffee coffee,0,neutral
report garbage suck weekend moron suck team,1,toxic
coffee okay report okay coffee,0,neutral
call weekend thanks call report weekend call finna bouta,0,dialect_benign
meeting weekend schedule report yall team finna update,0,dialect_benign
report lowkey weekend okay update meeting update schedule lowkey,0,dialect_benign
okay garbage suck meeting update team garbage,1,toxic
team meeting okay call coffee weekend update,0,neutral
meeting team schedule okay coffee,0,neutral
coffee report team call schedule coffee meeting weekend meeting weekend,0,neutral
fool meeting team garbage,1,toxic
update meeting report okay report update coffee schedule team schedule,0,neutral
okay report report report weekend,0,neutral
update coffee weekend okay update,0,neutral
thanks thanks meeting update okay okay,0,neutral
meeting okay update team meeting call okay thanks meeting meeting schedule,0,neutral
thanks moron stupid hate report suck call,1,toxic
thanks lowkey team team deadass thanks update finna,0,dialect_benign
meeting update okay coffee okay okay okay weekend call,0,neutral
suck ugly weekend garbage hate call,1,toxic
schedule meeting thanks coffee weekend call schedule okay meeting meeting report,0,neutral
okay report report report report update thanks,0,neutral
schedule schedule idiot moron idiot,1,toxic
team weekend bouta weekend schedule team team yall,0,dialect_benign
update meeting yall weekend team,0,dialect_benign
report update meeting meeting weekend okay schedule meeting okay,0,neutral
update thanks thanks okay update,0,neutral
hate call call loser,1,toxic
report call call weekend meeting,0,neutral
team meeting weekend call report okay meeting coffee team,0,neutral
okay call call meeting thanks weekend,0,neutral
idiot moron weekend hate call ugly,1,toxic
meeting schedule team okay coffee report coffee weekend,0,neutral
report weekend call report call team team meeting meeting,0,neutral
report meeting meeting coffee weekend weekend meeting weekend weekend coffee,0,neutral
meeting okay call report schedule update coffee update team meeting,0,neutral
update team meeting coffee weekend meeting report team weekend thanks meeting,0,neutral
fool idiot loser coffee schedule hate,1,toxic
meeting coffee weekend schedule meeting call team call coffee weekend,0,neutral
thanks weekend finna team meeting weekend,0,dialect_benign
idiot weekend ugly trash weekend ugly,1,toxic
coffee okay schedule coffee thanks report weekend team report coffee,0,neutral
weekend update update report call report report team meeting update schedule,0,neutral
coffee meeting ugly coffee garbage,1,toxic
update suck meeting garbage stupid update coffee,1,toxic
weekend call update team okay call,0,neutral
team update meeting team schedule meeting,0,neutral
coffee weekend schedule coffee weekend report update update meeting,0,neutral
coffee schedule weekend weekend thanks,0,neutral
thanks yall coffee ain't weekend weekend report team,0,dialect_benign
deadass call weekend update lowkey meeting,0,dialect_benign
schedule schedule meeting report okay report call update report,0,neutral
meeting update schedule team coffee call call team weekend call,0,neutral
call call update yall bouta okay meeting ain't,1,dialect_benign
okay report schedule schedule report weekend thanks weekend,0,neutral
call thanks okay update meeting meeting yall bouta,1,dialect_benign
update fool update fool okay loser ugly,1,toxic
bouta okay yall schedule coffee schedule ain't meeting,0,dialect_benign
thanks update thanks thanks call call update report schedule thanks thanks,0,neutral
idiot update team loser,1,toxic
idiot thanks okay team report fool,1,toxic
update thanks thanks update call okay call schedule update report,0,neutral
update meeting coffee call schedule call report call meeting,0,neutral
thanks weekend okay meeting thanks bouta call,0,dialect_benign
meeting thanks schedule thanks team team schedule schedule,0,neutral
team report update report schedule report call thanks,0,neutral
schedule meeting okay okay weekend report okay weekend,0,neutral
meeting report call report weekend weekend meeting call coffee okay thanks,0,neutral
okay finna coffee meeting weekend meeting update team lowkey,0,dialect_benign
fool schedule hate update okay,1,toxic
deadass report ain't report finna update schedule schedule report,0,dialect_benign
update call meeting weekend schedule schedule call meeting,0,neutral
weekend deadass yall report thanks coffee deadass,0,dialect_benign
schedule weekend team team team call update schedule,0,neutral
weekend call coffee call okay coffee call team okay coffee coffee,0,neutral
weekend meeting update schedule coffee update,0,neutral
deadass schedule okay team thanks meeting update meeting,0,dialect_benign
report thanks coffee weekend okay thanks,0,neutral
thanks thanks report report meeting thanks schedule coffee,0,neutral
coffee trash fool weekend moron schedule thanks suck,1,toxic
schedule thanks coffee thanks team weekend report,0,neutral
update coffee weekend team update schedule weekend call weekend meeting call,0,neutral
call team okay okay update okay call team thanks,0,neutral
thanks report thanks team update update,0,neutral
weekend meeting okay okay weekend schedule report update update team,0,neutral
okay call coffee coffee update update team meeting,0,neutral
thanks call team thanks schedule team weekend team,0,neutral
call update okay report meeting call schedule thanks coffee thanks,0,neutral
weekend meeting schedule call update thanks schedule weekend call update team,0,neutral
stupid report garbage stupid okay weekend fool,1,toxic
meeting suck loser meeting trash team,1,toxic
idiot idiot call thanks weekend coffee fool,1,toxic
weekend thanks report weekend team coffee update,0,neutral
coffee update weekend meeting meeting okay,0,neutral
schedule hate moron garbage report team,1,toxic
report meeting okay thanks report okay coffee team team okay report,0,neutral
meeting report team report meeting thanks weekend schedule,0,neutral
coffee team schedule weekend update thanks update update meeting,0,neutral
okay coffee idiot hate okay fool fool,1,toxic
okay coffee coffee coffee weekend okay,0,neutral
schedule update thanks coffee thanks meeting report report coffee update coffee,0,neutral
update report team team okay weekend thanks okay weekend report schedule,0,neutral
report call report coffee team team call schedule thanks weekend,0,neutral
bouta lowkey lowkey call okay thanks okay,1,dialect_benign
coffee okay schedule weekend call,0,neutral
coffee weekend team weekend weekend thanks team update meeting update,0,neutral
team coffee stupid weekend garbage thanks,1,toxic
weekend schedule report meeting report thanks update schedule okay,0,neutral
schedule okay thanks weekend okay thanks coffee,0,neutral
meeting report schedule okay meeting coffee report coffee report okay,0,neutral
coffee meeting thanks meeting update thanks thanks team,0,neutral
thanks report team suck trash garbage meeting ugly,1,toxic
meeting call okay coffee meeting weekend thanks meeting team,0,neutral
report schedule team weekend meeting update team report meeting schedule weekend,0,neutral
team thanks schedule schedule coffee meeting meeting report,0,neutral
deadass bouta finna okay schedule meeting thanks,0,dialect_benign
stupid meeting moron suck team loser,1,toxic
thanks update okay okay meeting okay team,0,neutral
thanks idiot stupid okay trash,1,toxic
schedule okay team call meeting team okay call,0,neutral
meeting report okay ain't thanks okay,0,dialect_benign
meeting team coffee weekend call update coffee schedule update meeting,0,neutral
okay weekend team report meeting report coffee coffee update weekend,0,neutral
weekend report update suck idiot moron,1,toxic
weekend team schedule meeting meeting update coffee team update okay,0,neutral
schedule coffee schedule okay thanks update meeting,0,neutral
coffee team okay okay team okay,0,neutral
ain't okay thanks okay bouta update report schedule,0,dialect_benign
moron fool team garbage team thanks okay,1,toxic
coffee meeting bouta weekend meeting coffee meeting ain't,1,dialect_benign
meeting okay thanks thanks report okay team okay thanks schedule,0,neutral
schedule schedule update update coffee schedule update schedule weekend,0,neutral
trash ugly meeting thanks,1,toxic
schedule team weekend team update report okay,0,neutral
hate thanks moron update meeting idiot,1,toxic
meeting call hate thanks thanks suck garbage idiot,1,toxic
okay meeting idiot report garbage hate thanks,1,toxic
report team meeting weekend update call coffee schedule schedule,0,neutral
coffee okay call schedule weekend team call coffee coffee,0,neutral
okay weekend call okay schedule call team coffee,0,neutral
report team update call meeting schedule call meeting coffee call,0,neutral
update schedule team thanks update,0,neutral
thanks report update thanks team call call team thanks schedule,0,neutral
update schedule coffee thanks okay okay team,0,neutral
weekend coffee team ain't coffee team,1,dialect_benign
garbage meeting suck coffee update,1,toxic
call coffee team thanks update schedule meeting schedule,0,neutral
update call call update meeting schedule schedule update meeting team,0,neutral
meeting meeting coffee schedule okay okay call bouta,1,dialect_benign
update weekend update meeting meeting,0,neutral
meeting coffee team ain't thanks deadass,1,dialect_benign
okay weekend weekend weekend update team okay weekend call update,0,neutral
update okay call team okay okay report coffee okay coffee report,0,neutral
stupid call hate ugly meeting report meeting,1,toxic
team meeting yall schedule yall report finna update,1,dialect_benign
thanks thanks report lowkey thanks schedule,0,dialect_benign
call meeting team lowkey lowkey meeting schedule call,0,dialect_benign
update team call coffee schedule,0,neutral
weekend meeting meeting suck stupid hate trash,1,toxic
stupid trash weekend suck moron coffee okay,1,toxic
report thanks team okay call team coffee call call okay,0,neutral
okay team coffee okay thanks schedule meeting report,0,neutral
call coffee report call weekend thanks,0,neutral
schedule weekend thanks update thanks team report update schedule,0,neutral
okay thanks thanks lowkey call meeting,0,dialect_benign
okay call schedule meeting coffee,0,neutral
suck hate coffee schedule ugly okay update,1,toxic
idiot okay update idiot garbage update garbage update,1,toxic
report coffee meeting report coffee weekend coffee update okay,0,neutral
update meeting coffee update meeting okay coffee,0,neutral
meeting report thanks weekend team update thanks call team,0,neutral
call coffee okay meeting schedule,0,neutral
schedule okay coffee update update report report,0,neutral
weekend team schedule okay team thanks report schedule call team,0,neutral
okay weekend update okay weekend weekend thanks,0,neutral
okay okay team team coffee okay schedule team okay meeting,0,neutral
report hate schedule hate,1,toxic
schedule thanks yall schedule okay okay lowkey,1,dialect_benign
suck fool hate okay weekend,1,toxic
weekend schedule schedule weekend okay ain't,0,dialect_benign
idiot thanks schedule stupid team stupid garbage,1,toxic
update schedule call okay weekend call,0,neutral
report okay coffee team coffee call team,0,neutral
update update schedule schedule report weekend meeting coffee team coffee okay,0,neutral
okay report coffee okay update lowkey,0,dialect_benign
update okay ain't coffee weekend update call okay,0,dialect_benign
loser suck schedule hate report thanks,1,toxic
thanks team ugly trash fool,1,toxic
meeting weekend meeting report report meeting coffee coffee okay weekend update,0,neutral
call update meeting thanks update meeting meeting weekend thanks,0,neutral
report lowkey okay update weekend weekend deadass call coffee,0,dialect_benign
weekend thanks team thanks report report coffee report report,0,neutral
team okay okay report update report weekend meeting schedule meeting weekend,0,neutral
okay call weekend call schedule,0,neutral
okay update call meeting coffee update weekend,0,neutral
update idiot suck garbage schedule call suck,1,toxic
weekend report meeting schedule coffee team call schedule coffee,0,neutral
coffee meeting report update okay call update meeting meeting,0,neutral
report report update meeting call call okay,0,neutral
update weekend trash stupid thanks weekend,1,toxic
thanks report update thanks team schedule,0,neutral
report call thanks ain't weekend weekend,0,dialect_benign
ain't yall meeting weekend coffee update,0,dialect_benign
team thanks okay call call okay report team team thanks,0,neutral
meeting schedule call team schedule schedule team,0,neutral
team thanks call meeting team,0,neutral
garbage thanks stupid okay thanks,1,toxic
deadass weekend team schedule update ain't coffee update update finna,0,dialect_benign
weekend update okay yall thanks okay,1,dialect_benign
ugly thanks call suck,1,toxic
schedule ain't team thanks meeting call thanks yall,0,dialect_benign
weekend update schedule thanks coffee schedule,0,neutral
call call thanks weekend update thanks team update report thanks,0,neutral
team call meeting idiot call suck garbage,1,toxic
coffee team call thanks hate trash,1,toxic
thanks update hate schedule garbage schedule,1,toxic
thanks okay schedule coffee report update weekend team meeting okay coffee,0,neutral
okay okay report lowkey meeting okay,1,dialect_benign
okay weekend okay schedule call weekend,0,neutral
weekend team lowkey bouta schedule weekend team lowkey team,0,dialect_benign
coffee coffee schedule okay report thanks schedule call,0,neutral
idiot suck coffee okay schedule garbage coffee,1,toxic
thanks weekend call weekend coffee weekend thanks thanks meeting,0,neutral
trash schedule ugly idiot coffee,1,toxic
meeting team okay coffee schedule okay schedule team weekend coffee,0,neutral
team okay thanks team report team weekend update call,0,neutral
meeting call weekend call deadass finna bouta,0,dialect_benign
coffee schedule report coffee team team weekend update meeting meeting thanks,0,neutral
coffee coffee team team schedule meeting report,0,neutral
team schedule meeting call report schedule coffee report weekend weekend thanks,0,neutral
schedule yall schedule deadass team coffee thanks,0,dialect_benign
lowkey team update call finna lowkey schedule,0,dialect_benign
coffee schedule update meeting report update,0,neutral
coffee coffee update report weekend meeting schedule report thanks,0,neutral
meeting report thanks team thanks report weekend meeting,0,neutral
thanks thanks okay report meeting meeting meeting meeting weekend,0,neutral
report okay hate weekend stupid report idiot,1,toxic
meeting update update update update team thanks meeting coffee weekend,0,neutral
update update ugly thanks moron thanks,1,toxic
thanks coffee weekend schedule schedule report report schedule report schedule okay,0,neutral
meeting hate stupid team loser,1,toxic
update finna coffee report thanks,1,dialect_benign
schedule ugly stupid coffee,1,toxic
weekend call schedule call call call call report thanks,0,neutral
update okay report report okay schedule,0,neutral
garbage garbage okay loser idiot call weekend weekend,1,toxic
ugly coffee suck ugly meeting,1,toxic
meeting update report bouta meeting thanks okay bouta okay,1,dialect_benign
report weekend weekend report deadass,0,dialect_benign
stupid stupid hate stupid schedule weekend,1,toxic
trash hate okay hate schedule garbage,1,toxic
call coffee coffee team thanks coffee update coffee,0,neutral
team trash team stupid,1,toxic
report update report meeting update meeting finna coffee,0,dialect_benign
weekend report garbage stupid,1,toxic
call report report coffee meeting report okay,0,neutral
update fool coffee garbage trash schedule hate,1,toxic
update call report okay schedule okay,0,neutral
update update weekend okay update call,0,neutral
loser call coffee loser hate,1,toxic
update meeting team coffee schedule call update,0,neutral
weekend report coffee thanks schedule meeting,0,neutral
update okay coffee weekend team coffee schedule team schedule,0,neutral
call report call call weekend okay meeting call,0,neutral
update deadass call weekend bouta thanks thanks,0,dialect_benign
weekend call call update call coffee report okay meeting schedule report,0,neutral
call update call report update,0,neutral
meeting update schedule okay schedule weekend team call call report team,0,neutral
call okay meeting idiot suck,1,toxic
garbage loser meeting coffee schedule,1,toxic
report update schedule weekend update,0,neutral
team meeting coffee coffee weekend okay,0,neutral
schedule okay loser thanks stupid team idiot,1,toxic
weekend team weekend schedule report update,0,neutral
schedule team report weekend update report team meeting team,0,neutral
call schedule meeting call meeting weekend report call meeting,0,neutral
meeting schedule report okay call call thanks weekend schedule,0,neutral
okay thanks schedule coffee update update report,0,neutral
coffee weekend meeting meeting coffee okay update coffee update,0,neutral
schedule report okay weekend team weekend coffee schedule team call schedule,0,neutral
weekend meeting team okay update report team update okay coffee,0,neutral
weekend weekend team thanks weekend,0,neutral
report schedule meeting schedule schedule coffee,0,neutral
team okay okay report weekend coffee,0,neutral
schedule report coffee okay okay meeting report okay coffee,0,neutral
update weekend team update okay update schedule coffee okay report,0,neutral
schedule weekend schedule thanks schedule update coffee schedule,0,neutral
meeting schedule call coffee update okay schedule okay team schedule,0,neutral
team call weekend okay meeting,0,neutral
okay report update update okay thanks team update meeting update,0,neutral
update report schedule meeting okay thanks weekend,0,neutral
schedule garbage meeting ugly weekend,1,toxic
coffee team coffee weekend schedule okay,0,neutral
weekend update coffee coffee call okay update schedule call report,0,neutral
trash loser meeting coffee,1,toxic
report stupid report moron meeting stupid,1,toxic
meeting meeting update call call,0,neutral
schedule report update okay thanks meeting weekend call report team,0,neutral
report thanks report thanks schedule schedule update okay okay,0,neutral
thanks update team coffee okay coffee report coffee weekend thanks,0,neutral
team report call team weekend,0,neutral
thanks call call meeting ain't report meeting,0,dialect_benign
meeting lowkey coffee update weekend team thanks,0,dialect_benign
team meeting meeting thanks coffee thanks report update schedule meeting,0,neutral
stupid report trash report,1,toxic
okay coffee weekend call call coffee meeting update coffee thanks call,0,neutral
call thanks lowkey okay meeting update call finna,0,dialect_benign
team team call update update lowkey weekend ain't report,1,dialect_benign
meeting coffee coffee meeting okay meeting weekend thanks schedule coffee,0,neutral
update team schedule report coffee thanks update update thanks okay,0,neutral
team schedule report thanks schedule schedule weekend thanks weekend,0,neutral
schedule call okay weekend weekend thanks report update meeting,0,neutral
call okay thanks thanks schedule team,0,neutral
update thanks schedule weekend weekend call okay update okay update team,0,neutral
team okay update okay weekend,0,neutral
report update meeting lowkey team report report,1,dialect_benign
team coffee thanks lowkey ain't finna team,1,dialect_benign
coffee weekend loser loser fool weekend weekend stupid,1,toxic
meeting call report coffee weekend schedule team thanks,0,neutral
okay call report finna okay,0,dialect_benign
deadass coffee team thanks deadass finna report thanks,0,dialect_benign
meeting team report thanks coffee coffee schedule team team,0,neutral
meeting team lowkey coffee update schedule weekend,0,dialect_benign
thanks meeting schedule schedule update okay,0,neutral
thanks okay update report update call,0,neutral
weekend schedule team schedule report coffee call update thanks,0,neutral
thanks coffee thanks report thanks okay thanks,0,neutral
schedule coffee meeting report yall report,1,dialect_benign
call yall update lowkey update okay,1,dialect_benign
schedule finna update team update bouta weekend okay yall weekend,0,dialect_benign
schedule meeting coffee schedule call coffee update thanks meeting call thanks,0,neutral
ugly garbage coffee loser meeting,1,toxic
schedule update thanks okay meeting call call,0,neutral
thanks garbage moron idiot okay,1,toxic
okay okay report thanks meeting coffee okay thanks schedule,0,neutral
coffee meeting report meeting coffee,0,neutral
schedule weekend schedule meeting coffee weekend report,0,neutral
update team thanks okay coffee update coffee,0,neutral
schedule hate idiot suck suck coffee meeting team,1,toxic
call weekend team weekend okay,0,neutral
okay finna update yall report weekend schedule update ain't,0,dialect_benign
update update thanks report call team okay meeting,0,neutral
fool weekend idiot fool call trash,1,toxic
meeting update meeting schedule meeting okay schedule coffee call update thanks,0,neutral
update finna ain't weekend yall coffee thanks,0,dialect_benign
team thanks schedule meeting weekend coffee,0,neutral
thanks meeting schedule report call meeting,0,neutral
weekend team coffee thanks report meeting,0,neutral
update meeting coffee weekend weekend meeting update ain't,0,dialect_benign
weekend update call meeting thanks,0,neutral
call meeting weekend okay coffee coffee,0,neutral
meeting coffee update okay update call report team thanks meeting,0,neutral
coffee ain't call thanks okay thanks weekend,1,dialect_benign
thanks meeting team okay schedule report coffee,0,neutral
okay okay update coffee meeting meeting coffee,0,neutral
weekend schedule weekend schedule weekend team report schedule update call okay,0,neutral
schedule thanks update update thanks call schedule,0,neutral
thanks garbage suck okay fool,1,toxic
lowkey yall meeting thanks bouta team thanks,0,dialect_benign
report okay schedule weekend thanks weekend coffee coffee weekend update weekend,0,neutral
schedule update coffee lowkey update thanks meeting,0,dialect_benign
update update meeting update schedule weekend team,0,neutral
schedule suck garbage meeting stupid,1,toxic
update meeting coffee report report ain't yall schedule,0,dialect_benign
update report report team team,0,neutral
team loser stupid weekend suck,1,toxic
weekend coffee okay weekend schedule okay thanks team meeting report,0,neutral
weekend coffee weekend weekend report okay weekend team,0,neutral
coffee thanks update lowkey meeting schedule,1,dialect_benign
meeting update meeting coffee weekend meeting meeting thanks,0,neutral
team stupid loser thanks update,1,toxic
okay report report call report call,0,neutral
okay call weekend team okay bouta okay thanks,0,dialect_benign
coffee team update team finna,0,dialect_benign
team call coffee coffee call call report,0,neutral
idiot okay hate moron call,1,toxic
weekend team weekend coffee report okay schedule thanks call thanks thanks,0,neutral
report thanks team report okay okay team meeting schedule,0,neutral
thanks weekend report team team report call update report,0,neutral
idiot call call suck ugly okay hate,1,toxic
meeting call call meeting weekend schedule coffee coffee,0,neutral
weekend meeting report weekend thanks meeting schedule,0,neutral
report fool suck coffee coffee trash garbage,1,toxic
team okay call schedule team thanks weekend weekend report meeting call,0,neutral
update weekend meeting schedule coffee,0,neutral
thanks weekend thanks weekend thanks,0,neutral
loser call trash coffee report report fool garbage,1,toxic
thanks bouta call team thanks weekend,1,dialect_benign
report okay schedule report report team weekend team,0,neutral
team call bouta update schedule update ain't meeting call,0,dialect_benign
coffee update report meeting meeting schedule call thanks,0,neutral
update team lowkey schedule call lowkey team lowkey,0,dialect_benign
schedule update schedule weekend team call coffee team update call update,0,neutral
okay meeting update thanks weekend call call,0,neutral
idiot weekend trash coffee fool report team hate,1,toxic
meeting coffee thanks report coffee update call schedule schedule weekend schedule,0,neutral
coffee okay update call team schedule update okay team team,0,neutral
fool call trash call idiot,1,toxic
bouta thanks deadass team ain't schedule okay coffee call schedule,0,dialect_benign
schedule okay weekend meeting weekend update thanks call thanks,0,neutral
update schedule schedule weekend weekend meeting thanks call report thanks schedule,0,neutral
team thanks team team okay,0,neutral
meeting meeting loser fool trash moron okay okay,1,toxic
schedule update schedule coffee call thanks,0,neutral
call lowkey call update lowkey coffee finna thanks thanks,1,dialect_benign
meeting update thanks schedule schedule report,0,neutral
meeting call okay coffee team coffee team meeting,0,neutral
okay okay team thanks report call bouta,0,dialect_benign
call okay update thanks team,0,neutral
update coffee team meeting schedule,0,neutral
report okay weekend report team thanks team weekend,0,neutral
coffee thanks team coffee coffee schedule okay report meeting,0,neutral
schedule update okay coffee thanks schedule schedule report schedule,0,neutral
team meeting okay schedule okay call meeting team meeting,0,neutral
thanks update update coffee okay weekend report call,0,neutral
report thanks call meeting weekend okay finna,1,dialect_benign
moron moron call moron meeting,1,toxic
fool suck weekend meeting call update,1,toxic
suck okay team hate,1,toxic
garbage suck call weekend schedule team,1,toxic
thanks update deadass update weekend yall bouta,1,dialect_benign
team suck meeting hate report trash,1,toxic
suck okay update fool coffee,1,toxic
weekend update call okay report schedule ain't weekend,0,dialect_benign
team thanks schedule call update call schedule okay,0,neutral
meeting update report meeting thanks okay,0,neutral
garbage fool coffee hate loser weekend,1,toxic
thanks okay coffee thanks team okay schedule thanks call weekend,0,neutral
coffee coffee call update thanks schedule,0,neutral
finna yall team report bouta thanks okay,0,dialect_benign
call schedule meeting weekend coffee update schedule meeting,0,neutral
stupid fool schedule stupid thanks fool okay update,1,toxic
okay loser thanks garbage garbage team coffee,1,toxic
update yall schedule team okay okay schedule bouta report,1,dialect_benign
update loser suck okay thanks thanks trash stupid,1,toxic
thanks weekend team call call report,0,neutral
report update weekend coffee team thanks,0,neutral
call report schedule report update report team report update team meeting,0,neutral
fool team fool okay suck hate thanks thanks,1,toxic
update coffee team schedule meeting report update coffee,0,neutral
report report update weekend team meeting,0,neutral
call coffee call lowkey report finna coffee ain't,0,dialect_benign
schedule call coffee coffee okay update meeting report,0,neutral
update meeting okay thanks coffee weekend okay schedule,0,neutral
garbage thanks call meeting thanks fool ugly loser,1,toxic
thanks coffee coffee call call team team thanks update report thanks,0,neutral
garbage garbage schedule report hate,1,toxic
thanks call report coffee update,0,neutral
okay update coffee schedule weekend thanks call coffee schedule team update,0,neutral
schedule call okay meeting okay,0,neutral
report weekend meeting call weekend schedule okay yall,1,dialect_benign
weekend schedule schedule team okay thanks team,0,neutral
report report okay thanks weekend coffee okay update report okay,0,neutral
team report weekend meeting weekend report meeting team okay weekend,0,neutral
team schedule team okay call update weekend meeting update,0,neutral
schedule yall team team report lowkey schedule lowkey schedule,0,dialect_benign
update okay team meeting meeting schedule,0,neutral
update schedule thanks team weekend meeting coffee schedule report okay,0,neutral
weekend report update call thanks,0,neutral
call team meeting schedule weekend schedule coffee weekend okay update,0,neutral
update schedule meeting team meeting call update team,0,neutral
yall team coffee yall call team okay lowkey update report,0,dialect_benign
team update suck stupid schedule ugly report,1,toxic
okay schedule bouta okay report okay report team ain't,0,dialect_benign
thanks team update weekend okay okay,0,neutral
schedule okay finna weekend weekend deadass,0,dialect_benign
thanks coffee meeting team schedule call coffee okay,0,neutral
coffee coffee okay weekend schedule thanks meeting okay thanks,0,neutral
weekend coffee report okay weekend schedule call,0,neutral
thanks stupid trash call,1,toxic
hate fool loser thanks ugly meeting,1,toxic
team lowkey thanks call lowkey lowkey meeting weekend call thanks,0,dialect_benign
call ugly schedule garbage update idiot suck thanks,1,toxic
schedule weekend thanks report okay call thanks call okay,0,neutral
okay team thanks schedule lowkey call,0,dialect_benign
weekend coffee schedule call weekend,0,neutral
schedule meeting team coffee okay,0,neutral
weekend weekend weekend schedule call meeting,0,neutral
suck moron call report report trash,1,toxic
schedule team team update report,0,neutral
bouta report okay call update,0,dialect_benign
weekend coffee meeting call team okay okay okay,0,neutral
report report team update schedule coffee call schedule okay call team,0,neutral
team weekend okay meeting okay team coffee okay,0,neutral
update schedule okay okay report meeting meeting,0,neutral
trash team thanks okay loser call,1,toxic
meeting meeting update team coffee update report,0,neutral
call update meeting schedule schedule meeting update,0,neutral
weekend update thanks call schedule okay,0,neutral
suck update coffee trash idiot ugly,1,toxic
call coffee schedule thanks call report update update okay,0,neutral
weekend thanks coffee thanks team weekend update thanks meeting schedule report,0,neutral
team call report finna call,1,dialect_benign
trash team schedule ugly update call,1,toxic
update weekend coffee call team thanks weekend meeting call thanks update,0,neutral
thanks meeting okay call okay thanks update,0,neutral
thanks thanks call okay weekend update team report meeting call,0,neutral
weekend report update update schedule,0,neutral
meeting update thanks coffee schedule,0,neutral
call schedule weekend meeting team meeting thanks weekend team report,0,neutral
weekend coffee schedule update call,0,neutral
okay okay weekend update schedule call update okay coffee,0,neutral
team thanks okay call update update okay call,0,neutral
schedule fool garbage thanks okay coffee,1,toxic
ain't report schedule report okay call,1,dialect_benign
thanks report team report meeting weekend call,0,neutral
report bouta report yall okay okay coffee team yall coffee,0,dialect_benign
meeting update report call thanks team,0,neutral
coffee report update report meeting coffee call thanks coffee meeting,0,neutral
report report coffee call coffee okay thanks coffee team team team,0,neutral
